GEOID,B02001_003E,B02001_001E,SUMLEVEL,ST,COUNTY,B19080_001E,B19080_002E,B19080_003E,B19080_004E,B19080_005E,B19081_001E,B19081_002E,B19081_003E,B19081_004E,B19081_005E,B19081_006E,B19013_001E,B01003_001E,COMPONENT,B19083_001E
05000US27027,446,54902,050,27,027,20457,37699,60107,87983,135090,11549,28462,48351,72789,124363,180332,47806,54902,00,0.402
05000US27029,28,8231,050,27,029,15442,30111,45175,71212,114430,9783,23150,37848,57683,115155,194262,37744,8231,00,0.434
05000US27031,12,5411,050,27,031,24183,37863,54314,82135,154582,13407,32049,47117,67767,126195,208554,47933,5411,00,0.393
05000US27033,54,11343,050,27,033,18002,33073,47662,74577,119581,11083,25290,40253,60627,141755,286648,39878,11343,00,0.468
05000US27035,306,61435,050,27,035,20940,36057,53710,82293,133502,12246,28295,44329,66713,128083,208565,44075,61435,00,0.415
05000US27037,15578,389434,050,27,037,37093,60445,87625,123556,204139,21495,48623,73629,104182,193400,313855,73209,389434,00,0.39
05000US27039,37,19504,050,27,039,31879,51892,74712,99222,150514,17933,42342,62435,85767,142911,220090,62269,19504,00,0.358
05000US27041,79,35854,050,27,041,19522,35138,54169,80423,141105,11812,26889,44643,66124,131363,221772,44918,35854,00,0.427
05000US27043,31,14834,050,27,043,16614,31958,48841,71887,115658,9864,24131,40288,59601,112549,183065,40548,14834,00,0.42
05000US27045,36,20966,050,27,045,20231,36522,56943,81722,124853,11690,28086,45886,68541,122567,193044,45454,20966,00,0.406
05000US27047,249,31211,050,27,047,21012,34612,54168,76483,128367,12900,27740,43815,64601,124822,214233,44018,31211,00,0.412
05000US27049,466,45605,050,27,049,24734,45061,66891,96101,149453,14543,34939,55788,80476,141735,217665,55632,45605,00,0.392
05000US27051,18,5965,050,27,051,17180,32594,52355,78061,124667,10740,24984,41117,64580,118659,180953,39975,5965,00,0.419
05000US27053,116799,1136224,050,27,053,26246,49005,75735,118624,220803,14275,37557,61713,94900,214963,394231,61387,1136224,00,0.471
05000US27055,50,19463,050,27,055,22528,42186,62677,87114,138502,13221,31904,52263,74495,131952,211809,51945,19463,00,0.396
05000US27057,10,18675,050,27,057,19861,35273,53023,77261,128437,11591,27186,44156,63739,133556,238825,43999,18675,00,0.434
05000US27059,187,38589,050,27,059,29618,48222,69477,96244,147884,17145,39656,58094,81063,141891,222085,57496,38589,00,0.369
05000US27061,128,44364,050,27,061,20022,35280,52651,78360,125616,12198,27241,43851,64392,120556,190046,43396,44364,00,0.406
05000US27063,21,10881,050,27,063,19439,34161,51403,77072,125351,11429,27526,42561,63481,123929,204920,41797,10881,00,0.417
05000US27065,75,16059,050,27,065,22435,39007,55200,79265,119609,13542,30751,46302,65646,110861,166066,45382,16059,00,0.367
05000US27067,330,40950,050,27,067,22720,40296,60272,87558,149283,12740,31322,50340,73094,160532,315530,50381,40950,00,0.451
05000US27069,31,4523,050,27,069,21607,38553,55133,80450,127889,12190,29811,47154,66215,122282,199329,47770,4523,00,0.397
05000US27071,0,13396,050,27,071,17592,29947,53327,79776,123331,10977,22965,40191,66447,124578,213533,39088,13396,00,0.441
05000US27073,29,7258,050,27,073,22836,36842,52841,76758,126076,13967,30050,44832,64295,117332,183889,44753,7258,00,0.382
05000US27075,42,10751,050,27,075,21845,37476,53792,80699,127446,12919,29148,44726,64758,117422,174756,44433,10751,00,0.388
05000US27077,10,4068,050,27,077,20525,35096,58306,77525,128055,12088,28793,45681,67149,183284,448066,44306,4068,00,0.507
05000US27079,95,27768,050,27,079,27951,45885,66963,94140,140871,16496,37269,56560,79377,139500,222360,56489,27768,00,0.376
05000US27081,0,5832,050,27,081,16886,34777,52395,75360,141331,10452,25487,42203,63786,127259,227464,41730,5832,00,0.437
05000US27083,383,24910,050,27,083,19108,36246,57113,84735,137606,10540,27827,46243,69949,125886,185310,45842,24910,00,0.414
05000US27085,134,36879,050,27,085,26714,45665,68631,95021,140312,15146,36320,56515,81593,146610,245757,56615,36879,00,0.396
05000US27087,8,5051,050,27,087,17240,29915,46653,73127,119730,10667,24275,38426,59344,109376,157999,38409,5051,00,0.409
05000US27089,21,9452,050,27,089,21047,38301,55805,79698,124151,12475,30388,46732,68033,117324,177590,46316,9452,00,0.384
05000US27091,64,20448,050,27,091,20188,34900,53600,79376,153453,11603,27509,43487,65040,136832,233103,42832,20448,00,0.437
05000US27093,29,23195,050,27,093,24146,42560,60826,86230,138255,14403,33287,51908,72559,128118,200566,52031,23195,00,0.381
05000US27095,93,26071,050,27,095,19827,37560,55670,81619,121951,10943,28001,46279,67092,117027,176722,45817,26071,00,0.398
05000US27097,6,32717,050,27,097,19817,39553,56472,79696,132286,11966,29995,48275,67180,125196,207025,48582,32717,00,0.402
05000US27099,464,38119,050,27,099,20050,36284,55276,82784,130322,11238,28210,45563,67580,127443,201884,45274,38119,00,0.416
05000US27101,3,8529,050,27,101,20940,37405,54167,76313,125889,12558,29458,45610,63805,122010,208576,45260,8529,00,0.401
05000US27103,452,31694,050,27,103,24809,44743,66060,91670,147844,13884,35236,55410,77745,144042,240600,55355,31694,00,0.4
05000US27105,438,20278,050,27,105,18946,33261,52898,79621,131608,10866,25643,42353,64069,128290,216157,42042,20278,00,0.434
05000US27107,7,6629,050,27,107,17932,31005,48318,73497,129770,10280,24203,39418,59906,119820,196074,39709,6629,00,0.432
05000US27109,5044,139585,050,27,109,30878,52429,77293,113680,206968,17543,41704,64690,94327,192559,334552,64840,139585,00,0.424
05000US27111,368,56912,050,27,111,18903,35082,51081,78643,129385,11191,26664,42887,63623,121109,194247,42821,56912,00,0.416
05000US27113,38,13750,050,27,113,18177,33860,53956,74097,112102,11066,25758,43788,63457,108472,171552,44015,13750,00,0.395
05000US27115,332,28175,050,27,115,20574,35580,53066,79614,120302,11443,27857,43703,64579,116470,181812,43618,28175,00,0.4
05000US27117,38,9303,050,27,117,17085,30256,48525,71930,119738,10039,23923,38650,59013,112229,178224,38357,9303,00,0.421
05000US27119,196,30693,050,27,119,17908,35675,56231,80322,124819,10496,26517,45493,66932,120812,188522,45076,30693,00,0.413
05000US27121,61,10979,050,27,121,21122,38275,55325,81363,134966,12131,29755,47138,66447,132970,227807,47001,10979,00,0.417
05000US27123,45018,500436,050,27,123,22788,41935,65193,101621,182037,12315,32254,52802,81603,171846,293929,52329,500436,00,0.453
05000US27125,0,4157,050,27,125,21073,37130,54701,77619,110407,13397,29448,46080,66006,109708,166184,45833,4157,00,0.371
05000US27127,63,15625,050,27,127,18336,34701,53002,79740,135021,11089,26426,44170,65894,128218,207980,44034,15625,00,0.427
05000US27129,44,16101,050,27,129,19755,36242,55527,79696,123022,11607,28033,46112,67198,122892,197256,46588,16101,00,0.407
05000US27131,1092,61865,050,27,131,28494,48341,68746,96657,152431,16724,38617,58194,81912,139876,211635,57754,61865,00,0.369
05000US27133,43,9444,050,27,133,24034,39551,53895,75758,122483,13130,30596,46069,65345,118196,188887,45826,9444,00,0.385
05000US27135,32,16012,050,27,135,26172,42358,58588,80142,128178,15280,34193,49252,68108,124476,205716,48974,16012,00,0.374
05000US27137,2522,196820,050,27,137,18276,34574,54422,83005,139581,10331,26229,44205,67371,133556,222114,44125,196820,00,0.44
05000US27139,2975,125714,050,27,139,43744,69285,95727,130639,209108,26059,56986,83071,111578,201184,326221,83503,125714,00,0.364
05000US27141,1143,85211,050,27,141,37679,60112,82279,110245,171092,20961,48970,70914,95580,160747,245816,71228,85211,00,0.352
05000US27143,13,15001,050,27,143,23669,41066,59003,84846,134587,14261,32921,50549,71072,126764,199009,50656,15001,00,0.382
05000US27145,2484,146168,050,27,145,22457,41129,62546,89768,153406,12916,31865,51800,75213,150800,265618,51559,146168,00,0.428
05000US27147,981,36273,050,27,147,26865,45927,65902,91087,140773,15498,36122,55722,77256,132286,204607,55810,36273,00,0.372
05000US27149,152,9635,050,27,149,16526,36926,57002,81643,128771,8308,26222,46519,68949,125371,199353,45049,9635,00,0.431
05000US27151,352,10890,050,27,151,19012,32249,50662,75646,115555,11702,24953,40825,61420,118997,200666,40677,10890,00,0.42
05000US27153,6,23968,050,27,153,19270,34853,51389,74474,120467,11302,26753,42709,62314,114898,182524,42604,23968,00,0.404
05000US27155,0,3684,050,27,155,16102,29119,47812,74496,149156,9581,22453,39033,57348,120290,194551,38881,3684,00,0.442
05000US27157,100,21831,050,27,157,20612,41364,62449,92010,140352,12751,31239,51764,75632,140718,232473,51541,21831,00,0.414
05000US27159,143,13343,050,27,159,15469,27163,44867,67698,112614,8797,21362,34970,55477,101220,155157,34212,13343,00,0.421
05000US27161,202,19241,050,27,161,23932,42136,60006,86146,130289,14388,33541,50459,71876,119734,172089,49971,19241,00,0.366
05000US27163,6505,225551,050,27,163,40042,65564,93613,132080,227026,22889,52989,78859,110456,217117,372151,78714,225551,00,0.4
05000US27165,16,11019,050,27,165,20411,35570,51678,75412,115710,11338,28831,43461,62777,112007,174153,43535,11019,00,0.39
05000US27167,5,6455,050,27,167,26922,42174,58302,85701,138077,16128,34157,49088,70388,127432,195879,49327,6455,00,0.375
05000US27169,383,49558,050,27,169,17099,33650,54066,84353,134487,9454,24919,43378,67366,132443,221813,42941,49558,00,0.447
05000US27171,1156,116527,050,27,171,34305,56945,77984,106004,163876,19520,45841,67334,90925,157978,252870,67090,116527,00,0.363
05000US27173,110,10067,050,27,173,19682,37101,54881,78716,117679,12286,27909,46260,66747,112870,166339,46292,10067,00,0.384
05000US28001,17738,31475,050,28,001,11229,21978,36434,64754,126827,6130,16444,29134,48199,117636,208946,28868,31475,00,0.507
05000US28003,4094,35583,050,28,003,13499,23222,41781,69463,121387,7757,18014,31844,54700,112255,176701,31826,35583,00,0.468
05000US28005,5831,13293,050,28,005,10315,19274,33688,58710,112943,5665,15236,26789,44768,103543,171487,27728,13293,00,0.493
05000US28007,8122,19558,050,28,007,12188,23144,37891,64765,119811,7454,17199,30308,50309,114435,193336,30096,19558,00,0.483
05000US28009,2959,7978,050,28,009,9636,20190,35734,52160,98891,5595,15291,28506,44479,85201,134494,28667,7978,00,0.45
05000US28011,24675,37266,050,28,011,9060,18647,31570,59134,121523,5133,13983,25076,43428,109011,194773,24920,37266,00,0.522
05000US28013,4310,14533,050,28,013,12456,21678,33103,56061,87905,7881,17635,27473,43279,84553,126447,27078,14533,00,0.422
05000US28015,3522,10301,050,28,015,13042,17524,35389,68098,109747,7738,15650,26817,49884,102984,161270,28100,10301,00,0.473
05000US28017,7589,18864,050,28,017,10869,21670,37864,57641,105628,6415,16234,29520,48392,96640,159062,29581,18864,00,0.462
05000US28019,2953,9106,050,28,019,14373,24849,36768,58793,119432,8580,19266,30116,45496,104055,177271,30054,9106,00,0.452
05000US28021,9297,10910,050,28,021,7902,16180,29784,58951,86048,3520,11489,23216,42222,83813,118339,24104,10910,00,0.494
05000US28023,6123,17333,050,28,023,12646,23031,40889,68600,107692,6736,18207,31306,53768,100319,149136,31029,17333,00,0.451
05000US28025,11829,20881,050,28,025,10148,22374,39076,60561,106679,6209,16872,30652,49436,99967,160052,30765,20881,00,0.464
05000US28027,20488,27571,050,28,027,10194,20094,34197,55006,101104,5680,14966,26322,42653,112246,228378,25489,27571,00,0.524
05000US28029,14878,29150,050,28,029,12730,25787,43935,66050,122495,6970,18577,34783,54189,112835,178101,35342,29150,00,0.466
05000US28031,7195,20315,050,28,031,12317,23063,40329,68338,120346,7605,18016,30634,51857,106693,150179,30483,20315,00,0.458
05000US28033,29223,148795,050,28,033,29316,48340,68393,96900,146024,16980,39060,58247,81862,138291,208248,57995,148795,00,0.365
05000US28035,27743,78650,050,28,035,13181,24564,42305,70938,129193,7460,18489,32991,54768,119613,199012,33143,78650,00,0.48
05000US28037,3157,8287,050,28,037,14431,28788,39488,65882,105229,7805,20874,34429,51721,167016,415759,34236,8287,00,0.561
05000US28039,2160,21926,050,28,039,18178,35569,56960,83078,135441,11386,26848,46656,69408,123729,196802,46849,21926,00,0.412
05000US28041,3694,13699,050,28,041,12348,26722,49121,67310,110784,6551,19956,38250,57181,95794,127990,38252,13699,00,0.419
05000US28043,9658,23002,050,28,043,11789,24400,44395,70062,128519,6490,18326,33046,54872,109344,170034,31909,23002,00,0.465
05000US28045,2887,41135,050,28,045,18607,34547,57036,88458,149186,10797,26262,44520,71739,130414,191599,44025,41135,00,0.426
05000US28047,40665,180901,050,28,047,19326,35004,54425,85144,145352,10985,26862,44497,67573,141609,241076,44570,180901,00,0.447
05000US28049,162102,248782,050,28,049,14899,29759,48713,78007,142049,7753,22269,38682,61532,143239,266602,38541,248782,00,0.493
05000US28051,16564,20481,050,28,051,8917,16573,27289,46666,79064,6054,12566,21725,35327,82784,150618,21821,20481,00,0.484
05000US28053,7386,9985,050,28,053,10092,16975,28108,53756,108467,6144,13487,22388,39291,94730,167544,22259,9985,00,0.499
05000US28055,1305,2130,050,28,055,11334,16852,25370,50100,91964,4981,14285,21124,35236,84838,137167,20250,2130,00,0.483
05000US28057,1582,23006,050,28,057,17043,29808,48762,73275,116411,9993,23261,38162,60716,113101,178291,37660,23006,00,0.425
05000US28059,29236,131713,050,28,059,20563,38551,58238,86446,143932,10753,29441,48074,70842,139368,230934,47767,131713,00,0.431
05000US28061,9402,17944,050,28,061,13421,23168,38346,64767,133691,8355,18560,29940,51027,115563,220206,29628,17944,00,0.481
05000US28063,7783,8971,050,28,063,8357,17064,29889,58609,111523,3642,11938,23153,42660,92957,150720,21964,8971,00,0.515
05000US28065,7150,12721,050,28,065,9970,19378,31137,59680,94122,5179,14027,25265,43710,86771,133185,24679,12721,00,0.47
05000US28067,17964,66877,050,28,067,14131,27208,42553,67240,129451,7898,20164,34484,53903,118603,209126,34269,66877,00,0.47
05000US28069,5829,9998,050,28,069,10036,23097,41458,55374,103086,4925,16560,31214,48634,92407,142033,29833,9998,00,0.455
05000US28071,10517,43025,050,28,071,12412,31003,50181,86117,159336,5470,20377,40138,67878,153126,260390,40202,43025,00,0.513
05000US28073,7087,47307,050,28,073,19000,37987,60820,96900,182988,9688,29568,48670,77812,173106,324513,48328,47307,00,0.481
05000US28075,31938,77966,050,28,075,13914,25782,43552,72297,133782,7487,19290,33858,56220,125118,211560,33354,77966,00,0.484
05000US28077,4337,13258,050,28,077,14483,26484,42979,77222,122232,9198,19741,34640,59478,113976,164835,34643,13258,00,0.446
05000US28079,8587,22782,050,28,079,13482,25723,42986,60768,111938,8204,19589,32745,50457,105128,176916,32396,22782,00,0.448
05000US28081,21116,80099,050,28,081,16323,30036,49982,77317,141998,8856,22759,38651,62111,142707,269530,37894,80099,00,0.486
05000US28083,25369,35033,050,28,083,7979,15865,26770,47828,104006,4095,11597,20957,35915,90264,162161,20490,35033,00,0.523
05000US28085,10525,34315,050,28,085,14452,29053,48368,74974,144562,8736,21677,38112,60255,132892,234888,38276,34315,00,0.475
05000US28087,25420,59499,050,28,087,13234,28042,49028,74597,129886,7161,20214,37868,60526,128659,227450,37314,59499,00,0.482
05000US28089,33664,89151,050,28,089,22262,44181,73497,117032,211621,12403,33281,57436,93294,210599,387271,56938,89151,00,0.487
05000US28091,8552,25527,050,28,091,12088,23407,39618,66359,132592,6864,16765,31283,51612,115692,185200,30699,25527,00,0.486
05000US28093,17542,36394,050,28,093,12793,25634,41920,69123,110678,6739,18624,32503,54617,108044,169257,31831,36394,00,0.463
05000US28095,11363,37089,050,28,095,13248,24395,41590,66533,117481,7628,18389,33099,53186,110028,178771,33116,37089,00,0.463
05000US28097,5217,11412,050,28,097,12380,21732,35044,54636,118885,7551,16794,29064,44160,102153,187263,29243,11412,00,0.471
05000US28099,6306,29949,050,28,099,13750,26857,40548,67410,126176,8009,20172,33443,53269,115416,196981,33445,29949,00,0.463
05000US28101,6774,22403,050,28,101,15326,27919,42999,66602,105439,9449,21204,35465,54007,102380,162470,35527,22403,00,0.421
05000US28103,8252,11814,050,28,103,9373,18041,31789,53403,87930,5298,14397,24041,41446,81631,118049,22974,11814,00,0.458
05000US28105,15786,43630,050,28,105,8532,16969,35959,72445,138093,3722,12330,26525,52658,131034,226993,26449,43630,00,0.562
05000US28107,16812,35148,050,28,107,13373,27131,43538,65914,109595,7820,20119,35154,54088,99963,153447,35355,35148,00,0.429
05000US28109,7146,56113,050,28,109,14293,29871,47998,76033,133261,8602,21301,38456,61486,121232,189197,38458,56113,00,0.452
05000US28111,2892,12087,050,28,111,12773,26125,40602,64310,104835,7165,19842,33699,51695,97782,142876,34423,12087,00,0.431
05000US28113,19337,39606,050,28,113,11088,22345,39415,66182,124001,5987,17063,30068,51312,121085,214602,29981,39606,00,0.507
05000US28115,3856,28775,050,28,115,15623,30011,47973,73857,112694,8957,23542,38948,58491,109367,169693,38909,28775,00,0.422
05000US28117,3325,25594,050,28,117,11598,23095,37845,65686,101711,8342,16837,29652,48947,104473,174618,29250,25594,00,0.464
05000US28119,6156,8821,050,28,119,9965,19980,30578,48762,89160,6733,14365,24629,38431,81332,122219,24491,8821,00,0.447
05000US28121,26751,137817,050,28,121,24983,42363,64923,99811,159014,14287,33453,53630,80707,156600,261017,53240,137817,00,0.422
05000US28123,11122,29137,050,28,123,12374,24030,39884,62825,116276,7990,17880,31852,50513,105284,183078,32114,29137,00,0.46
05000US28125,3757,5184,050,28,125,11899,19872,34313,59159,111596,7463,16042,28345,45658,97702,158354,29495,5184,00,0.462
05000US28127,10171,27903,050,28,127,13491,26145,42335,69759,119036,7400,20010,34293,55953,117454,193197,34187,27903,00,0.468
05000US28129,3951,15889,050,28,129,15377,27984,47170,74374,117900,9410,21128,37007,60137,111952,172217,36762,15889,00,0.434
05000US28131,3122,15734,050,28,131,16919,33370,52770,81392,133036,9917,25148,42788,64630,155446,320591,43524,15734,00,0.489
05000US28133,21980,30604,050,28,133,9381,19413,30240,53002,99130,6068,13844,24826,40172,91414,152169,24333,30604,00,0.481
05000US28135,7666,13201,050,28,135,10217,17677,31317,53723,93142,6305,13414,23853,38886,81330,126480,23557,13201,00,0.458
05000US28137,8172,26888,050,28,137,16118,30145,46137,70012,114779,9920,23710,38385,57309,108587,168483,38194,26888,00,0.415
05000US28139,3432,21439,050,28,139,15023,24036,37626,55413,101951,8608,18443,30478,46150,96236,157866,29872,21439,00,0.437
05000US28141,640,19060,050,28,141,12982,24090,37195,60893,114300,7691,18445,30011,48797,97952,157527,29740,19060,00,0.446
05000US28143,7348,10406,050,28,143,12009,22083,36091,62541,102012,6238,16432,29298,46956,94739,134446,29420,10406,00,0.455
05000US28145,4003,26939,050,28,145,14616,29276,44227,70519,107971,9289,22152,36563,56072,107204,174002,35955,26939,00,0.427
05000US28147,6940,15304,050,28,147,12952,24633,36372,65058,127524,7688,17970,31589,49486,107581,176560,32475,15304,00,0.464
05000US28149,22503,48596,050,28,149,15483,30263,50739,82298,144324,8751,22439,39400,65362,129926,201079,38917,48596,00,0.458
05000US28151,37119,55811,050,28,151,10794,20940,36132,64315,128257,6447,15400,27696,47854,111995,191259,27588,55811,00,0.502
05000US28153,7950,20892,050,28,153,12658,23013,37886,62827,114168,7409,18368,30622,48685,98469,159008,30375,20892,00,0.448
05000US28155,1954,9834,050,28,155,12301,24499,41302,62391,112314,7177,17765,32524,50608,97570,150040,31533,9834,00,0.444
05000US28157,7020,10200,050,28,157,12500,21654,29701,47827,105411,7911,17255,25730,38402,106532,226722,25478,10200,00,0.495
05000US28159,9069,19543,050,28,159,14043,23909,39050,63568,103433,8455,18650,30824,49777,100986,160400,30406,19543,00,0.444
05000US28161,5489,13646,050,28,161,11977,21677,34981,57660,101708,6272,16541,28495,45635,96807,162705,28578,13646,00,0.467
05000US28163,16461,28296,050,28,163,10191,20616,37249,64393,121164,5960,15559,28403,49421,105802,158226,27404,28296,00,0.485
05000US29001,377,24801,050,29,001,9486,22885,38174,62156,112135,5109,15715,30263,49252,102689,164888,30000,24801,00,0.483
05000US29003,110,16831,050,29,003,22273,42424,62108,91869,133757,12779,32266,52964,76202,130902,202746,52330,16831,00,0.393
05000US29005,30,6078,050,29,005,16208,31468,52165,73720,125312,9465,24654,40186,62404,125090,216686,39328,6078,00,0.444
05000US29007,1938,25754,050,29,007,17586,31261,48884,69355,111058,11050,24773,39152,57886,101684,149092,39028,25754,00,0.389
05000US29009,34,35905,050,29,009,16754,29947,44867,65717,122933,10002,23635,36895,53847,108432,182319,36411,35905,00,0.421
05000US29011,30,12695,050,29,011,19038,32767,48344,66530,112489,10446,26174,41176,56528,105496,165549,41124,12695,00,0.394
05000US29013,143,16906,050,29,013,16632,30754,49582,73498,114355,10257,23991,39356,60831,104218,146589,39071,16906,00,0.399
05000US29015,10,18458,050,29,015,15969,28385,43552,64745,105438,9332,21022,35531,53642,103562,174415,34038,18458,00,0.427
05000US29017,35,12037,050,29,017,15543,28202,45004,69851,110176,9026,21956,35508,56260,103537,157220,34878,12037,00,0.421
05000US29019,11930,151836,050,29,019,19081,35416,55840,87473,149362,9976,26736,45227,70506,148032,258742,44787,151836,00,0.46
05000US29021,3255,88476,050,29,021,18698,33777,50659,77618,127835,10852,25948,41684,62615,123371,204979,41366,88476,00,0.426
05000US29023,2034,41293,050,29,023,13049,25193,41223,68943,124494,8108,18850,33073,53273,110467,178203,33074,41293,00,0.459
05000US29025,29,9192,050,29,025,16956,31246,47778,72294,116252,8497,24412,38387,58097,105733,153338,37792,9192,00,0.413
05000US29027,1909,43192,050,29,027,22597,40706,59539,84895,129939,13111,31722,49652,70939,122481,186369,49425,43192,00,0.384
05000US29029,216,40150,050,29,029,22210,34868,50810,78727,144703,13446,28704,43109,62788,142872,262816,43127,40150,00,0.438
05000US29031,4207,72621,050,29,031,18390,34770,53035,82496,142095,10666,26597,43614,66056,137663,243294,43639,72621,00,0.446
05000US29033,219,9816,050,29,033,16849,30916,50512,75326,135711,8412,23948,39512,62191,147322,299392,38360,9816,00,0.494
05000US29035,1,5894,050,29,035,11678,19637,30668,51583,100535,8267,16140,24972,39364,82810,128512,24502,5894,00,0.431
05000US29037,2902,97203,050,29,037,29942,50243,71626,99360,150854,17380,40326,60770,83981,141224,208039,60628,97203,00,0.362
05000US29039,0,13790,050,29,039,14121,25711,40340,56018,87327,8721,19214,32953,47511,84063,125373,33503,13790,00,0.397
05000US29041,217,7777,050,29,041,17143,32797,51373,75958,119316,9913,24394,41285,62370,104137,141457,41233,7777,00,0.396
05000US29043,591,72551,050,29,043,25329,42357,60720,87376,141191,15332,33690,51097,72642,129418,194718,50830,72551,00,0.378
05000US29045,7,7178,050,29,045,18946,30387,46188,69153,106739,10821,23889,39505,57773,138894,306165,39936,7178,00,0.476
05000US29047,6620,217596,050,29,047,28864,47889,69245,100480,158729,16606,38113,58076,83551,149420,230551,57797,217596,00,0.386
05000US29049,115,20810,050,29,049,24204,42621,59893,89687,141093,14510,33456,50651,73865,128042,191009,50761,20810,00,0.38
05000US29051,7199,73737,050,29,051,23762,42712,65390,92829,143539,13482,33045,52754,78604,142643,238124,52385,73737,00,0.408
05000US29053,1096,17371,050,29,053,18225,32951,50013,74305,114819,11733,25769,41122,60971,104975,151127,41576,17371,00,0.385
05000US29055,59,23825,050,29,055,16018,28909,43267,64684,98046,9233,22489,35522,52249,94532,148183,34813,23825,00,0.401
05000US29057,5,7503,050,29,057,15146,26695,36987,57420,93338,8928,20915,32217,47524,86817,135715,32636,7503,00,0.396
05000US29059,0,16579,050,29,059,16087,26870,42607,67300,109419,10100,21689,34654,52759,100190,149108,34367,16579,00,0.412
05000US29061,14,8061,050,29,061,17695,30926,45841,69814,122005,9074,24904,38364,56769,134020,277271,38640,8061,00,0.473
05000US29063,1028,12235,050,29,063,20830,37024,49282,74917,125515,11891,27945,43485,60114,147211,306220,43302,12235,00,0.46
05000US29065,196,15036,050,29,065,15673,28536,42305,61441,97517,8986,22507,34716,51997,88943,128396,34292,15036,00,0.389
05000US29067,0,13470,050,29,067,12792,25167,37823,56125,100510,7352,18949,31157,47026,85189,124302,30675,13470,00,0.413
05000US29069,2906,31528,050,29,069,11970,23068,36337,60286,108112,7628,17293,29300,46339,98015,158595,29124,31528,00,0.454
05000US29071,1154,99866,050,29,071,23769,40937,59558,87996,137582,14043,31862,50015,72542,134390,217981,49860,99866,00,0.4
05000US29073,8,15327,050,29,073,19241,31952,46959,74801,115071,10772,26249,39658,58970,110604,170458,40196,15327,00,0.404
05000US29075,29,6249,050,29,075,16002,27866,44658,66465,109923,9689,21295,35363,54711,104847,171785,35539,6249,00,0.426
05000US29077,6855,262887,050,29,077,17990,32066,49799,77181,136584,10244,24855,40530,62052,135711,246169,40271,262887,00,0.458
05000US29079,4,10088,050,29,079,15405,29357,40858,62661,101514,9572,21245,34852,50714,98307,154449,35032,10088,00,0.413
05000US29081,11,8750,050,29,081,14306,27408,44724,65982,98294,8664,19860,34583,53210,97628,151436,33598,8750,00,0.421
05000US29083,267,22294,050,29,083,15671,28153,45666,71833,128701,8285,22209,36824,57264,128416,236707,36250,22294,00,0.473
05000US29085,26,9022,050,29,085,13961,23233,34563,54096,87214,8469,18574,28716,42415,91655,161554,28685,9022,00,0.435
05000US29087,8,4937,050,29,087,19265,33002,47230,67501,129525,11231,26331,39143,56560,117630,205008,39019,4937,00,0.42
05000US29089,571,9859,050,29,089,16869,29951,50062,74422,119331,10227,24145,39834,61456,109683,164233,39870,9859,00,0.411
05000US29091,246,38561,050,29,091,15309,26496,39861,60158,102142,9740,20382,32579,48814,93721,144626,32145,38561,00,0.41
05000US29093,257,10083,050,29,093,11016,23199,39978,62282,103625,7450,16782,30427,50133,99066,154158,29904,10083,00,0.453
05000US29095,154095,689651,050,29,095,19706,36700,57659,90121,151188,10571,28046,46747,72675,144726,239583,46516,689651,00,0.445
05000US29097,1905,114756,050,29,097,16439,29997,45520,68640,119327,9536,23156,37351,56482,119483,218390,37294,114756,00,0.448
05000US29099,2353,215386,050,29,099,25860,46102,67695,94105,142005,14935,36063,56932,80244,134852,199522,56815,215386,00,0.375
05000US29101,2122,51997,050,29,101,19744,34898,54007,80329,127909,10511,26448,44091,66189,117477,171889,43656,51997,00,0.408
05000US29103,8,4040,050,29,103,14662,28958,39579,60112,116986,9444,20422,33912,46725,103567,174580,33681,4040,00,0.433
05000US29105,302,35046,050,29,105,17196,28884,44043,66758,119392,9857,22611,36135,54286,119536,224854,35749,35046,00,0.452
05000US29107,684,32741,050,29,107,21967,38646,58445,84822,136078,12506,30013,47868,70586,123830,186811,47811,32741,00,0.395
05000US29109,193,37351,050,29,109,16730,29879,46039,69185,105091,10123,23107,38168,55994,102185,157859,38232,37351,00,0.404
05000US29111,310,9951,050,29,111,19403,32655,48968,70547,104673,11205,26444,39536,58319,111107,185248,39344,9951,00,0.406
05000US29113,861,50926,050,29,113,24806,43447,62666,86818,134745,15003,34052,53491,73944,126815,192030,53295,50926,00,0.372
05000US29115,183,12765,050,29,115,13584,28995,44341,73078,113802,8337,20973,36954,56855,126367,234805,36767,12765,00,0.474
05000US29117,381,14143,050,29,117,16526,31072,48442,75726,127763,9075,24017,39166,60310,115753,177960,38462,14143,00,0.43
05000US29119,95,22890,050,29,119,16210,28836,43166,68393,100003,9613,22390,36396,54643,105946,176749,36498,22890,00,0.423
05000US29121,405,15456,050,29,121,15836,28617,45295,66828,98778,8958,22940,36037,54834,97278,147575,35578,15456,00,0.404
05000US29123,23,12226,050,29,123,15674,27243,41099,61558,94719,9429,20390,33185,51884,89275,133838,32271,12226,00,0.399
05000US29125,95,8954,050,29,125,17781,31731,49911,69665,109306,10899,24466,39759,57731,98202,138797,39241,8954,00,0.381
05000US29127,1220,28241,050,29,127,15966,29851,48120,71502,117238,9653,23306,38670,58036,109949,173789,38530,28241,00,0.421
05000US29129,16,3474,050,29,129,15498,28864,40964,65330,105122,9294,22657,33715,52092,97645,142245,32591,3474,00,0.407
